,	,	,	,	,	,	,	,	,	,	ALLCAPS	NODIGIT	1	COMMA	,	,	,	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
the	the	t	th	the	the	e	he	the	the	NOCAPS	NODIGIT	0	NOPUNCT	the	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
anomaly	anomaly	a	an	ano	anom	y	ly	aly	maly	NOCAPS	NODIGIT	0	NOPUNCT	anomaly	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
is	is	i	is	is	is	s	is	is	is	NOCAPS	NODIGIT	0	NOPUNCT	is	xx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
almost	almost	a	al	alm	almo	t	st	ost	most	NOCAPS	NODIGIT	0	NOPUNCT	almost	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
suppressed	suppressed	s	su	sup	supp	d	ed	sed	ssed	NOCAPS	NODIGIT	0	NOPUNCT	suppressed	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
,	,	,	,	,	,	,	,	,	,	ALLCAPS	NODIGIT	1	COMMA	,	,	,	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
and	and	a	an	and	and	d	nd	and	and	NOCAPS	NODIGIT	0	NOPUNCT	and	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
the	the	t	th	the	the	e	he	the	the	NOCAPS	NODIGIT	0	NOPUNCT	the	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
data	data	d	da	dat	data	a	ta	ata	data	NOCAPS	NODIGIT	0	NOPUNCT	data	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
can	can	c	ca	can	can	n	an	can	can	NOCAPS	NODIGIT	0	NOPUNCT	can	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
be	be	b	be	be	be	e	be	be	be	NOCAPS	NODIGIT	0	NOPUNCT	be	xx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
analyzed	analyzed	a	an	ana	anal	d	ed	zed	yzed	NOCAPS	NODIGIT	0	NOPUNCT	analyzed	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
by	by	b	by	by	by	y	by	by	by	NOCAPS	NODIGIT	0	NOPUNCT	by	xx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
the	the	t	th	the	the	e	he	the	the	NOCAPS	NODIGIT	0	NOPUNCT	the	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
Debye	debye	D	De	Deb	Deby	e	ye	bye	ebye	INITCAP	NODIGIT	0	NOPUNCT	Debye	Xxxx	Xx	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
model	model	m	mo	mod	mode	l	el	del	odel	NOCAPS	NODIGIT	0	NOPUNCT	model	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
c	c	c	c	c	c	c	c	c	c	NOCAPS	NODIGIT	1	NOPUNCT	c	x	x	DIFFERENTFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
p	p	p	p	p	p	p	p	p	p	NOCAPS	NODIGIT	1	NOPUNCT	p	x	x	DIFFERENTFONT	LOWERFONT	false	false	SUBSCRIPT	false	<other>	<other>
/	/	/	/	/	/	/	/	/	/	ALLCAPS	NODIGIT	1	NOPUNCT	/	/	/	DIFFERENTFONT	HIGHERFONT	false	false	BASELINE	false	<other>	<other>
T	t	T	T	T	T	T	T	T	T	ALLCAPS	NODIGIT	1	NOPUNCT	T	X	X	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
=	=	=	=	=	=	=	=	=	=	ALLCAPS	NODIGIT	1	NOPUNCT	=	=	=	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
γ	γ	γ	γ	γ	γ	γ	γ	γ	γ	NOCAPS	NODIGIT	1	NOPUNCT	γ	x	x	DIFFERENTFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
n	n	n	n	n	n	n	n	n	n	NOCAPS	NODIGIT	1	NOPUNCT	n	x	x	DIFFERENTFONT	LOWERFONT	false	false	SUBSCRIPT	false	<other>	<other>
+	+	+	+	+	+	+	+	+	+	ALLCAPS	NODIGIT	1	NOPUNCT	+	+	+	DIFFERENTFONT	HIGHERFONT	false	false	BASELINE	false	<other>	<other>
β	β	β	β	β	β	β	β	β	β	NOCAPS	NODIGIT	1	NOPUNCT	β	x	x	DIFFERENTFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
3	3	3	3	3	3	3	3	3	3	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	DIFFERENTFONT	LOWERFONT	false	false	SUBSCRIPT	false	<other>	<other>
T	t	T	T	T	T	T	T	T	T	ALLCAPS	NODIGIT	1	NOPUNCT	T	X	X	DIFFERENTFONT	HIGHERFONT	false	false	BASELINE	false	<other>	<other>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	DIFFERENTFONT	LOWERFONT	false	false	SUPERSCRIPT	false	<other>	<other>
+	+	+	+	+	+	+	+	+	+	ALLCAPS	NODIGIT	1	NOPUNCT	+	+	+	DIFFERENTFONT	HIGHERFONT	false	false	BASELINE	false	<other>	<other>
β	β	β	β	β	β	β	β	β	β	NOCAPS	NODIGIT	1	NOPUNCT	β	x	x	DIFFERENTFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
5	5	5	5	5	5	5	5	5	5	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	DIFFERENTFONT	LOWERFONT	false	false	SUBSCRIPT	false	<other>	<other>
T	t	T	T	T	T	T	T	T	T	ALLCAPS	NODIGIT	1	NOPUNCT	T	X	X	DIFFERENTFONT	HIGHERFONT	false	false	BASELINE	false	<other>	<other>
4	4	4	4	4	4	4	4	4	4	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	DIFFERENTFONT	LOWERFONT	false	false	SUPERSCRIPT	false	<other>	<other>
,	,	,	,	,	,	,	,	,	,	ALLCAPS	NODIGIT	1	COMMA	,	,	,	DIFFERENTFONT	HIGHERFONT	false	false	BASELINE	false	<other>	<other>
where	where	w	wh	whe	wher	e	re	ere	here	NOCAPS	NODIGIT	0	NOPUNCT	where	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
γ	γ	γ	γ	γ	γ	γ	γ	γ	γ	NOCAPS	NODIGIT	1	NOPUNCT	γ	x	x	DIFFERENTFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
n	n	n	n	n	n	n	n	n	n	NOCAPS	NODIGIT	1	NOPUNCT	n	x	x	DIFFERENTFONT	LOWERFONT	false	false	SUBSCRIPT	false	<other>	<other>
and	and	a	an	and	and	d	nd	and	and	NOCAPS	NODIGIT	0	NOPUNCT	and	xxx	x	DIFFERENTFONT	HIGHERFONT	false	false	BASELINE	false	<other>	<other>
β	β	β	β	β	β	β	β	β	β	NOCAPS	NODIGIT	1	NOPUNCT	β	x	x	DIFFERENTFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
i	i	i	i	i	i	i	i	i	i	NOCAPS	NODIGIT	1	NOPUNCT	i	x	x	DIFFERENTFONT	LOWERFONT	false	false	SUBSCRIPT	false	<other>	<other>
(	(	(	(	(	(	(	(	(	(	ALLCAPS	NODIGIT	1	OPENBRACKET	(	(	(	DIFFERENTFONT	HIGHERFONT	false	false	BASELINE	false	<other>	<other>
i	i	i	i	i	i	i	i	i	i	NOCAPS	NODIGIT	1	NOPUNCT	i	x	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	I-<material>
=	=	=	=	=	=	=	=	=	=	ALLCAPS	NODIGIT	1	NOPUNCT	=	=	=	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<material>
3	3	3	3	3	3	3	3	3	3	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<material>
,	,	,	,	,	,	,	,	,	,	ALLCAPS	NODIGIT	1	COMMA	,	,	,	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<material>
5	5	5	5	5	5	5	5	5	5	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<material>
)	)	)	)	)	)	)	)	)	)	ALLCAPS	NODIGIT	1	ENDBRACKET	)	)	)	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<material>
are	are	a	ar	are	are	e	re	are	are	NOCAPS	NODIGIT	0	NOPUNCT	are	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
the	the	t	th	the	the	e	he	the	the	NOCAPS	NODIGIT	0	NOPUNCT	the	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
electronic	electronic	e	el	ele	elec	c	ic	nic	onic	NOCAPS	NODIGIT	0	NOPUNCT	electronic	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
and	and	a	an	and	and	d	nd	and	and	NOCAPS	NODIGIT	0	NOPUNCT	and	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
phonon	phonon	p	ph	pho	phon	n	on	non	onon	NOCAPS	NODIGIT	0	NOPUNCT	phonon	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
specific	specific	s	sp	spe	spec	c	ic	fic	ific	NOCAPS	NODIGIT	0	NOPUNCT	specific	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
-	-	-	-	-	-	-	-	-	-	ALLCAPS	NODIGIT	1	HYPHEN	-	-	-	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
heat	heat	h	he	hea	heat	t	at	eat	heat	NOCAPS	NODIGIT	0	NOPUNCT	heat	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
coefficients	coefficients	c	co	coe	coef	s	ts	nts	ents	NOCAPS	NODIGIT	0	NOPUNCT	coefficients	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
,	,	,	,	,	,	,	,	,	,	ALLCAPS	NODIGIT	1	COMMA	,	,	,	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
respectively	respectively	r	re	res	resp	y	ly	ely	vely	NOCAPS	NODIGIT	0	NOPUNCT	respectively	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
The	the	T	Th	The	The	e	he	The	The	INITCAP	NODIGIT	0	NOPUNCT	The	Xxx	Xx	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
best	best	b	be	bes	best	t	st	est	best	NOCAPS	NODIGIT	0	NOPUNCT	best	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
fit	fit	f	fi	fit	fit	t	it	fit	fit	NOCAPS	NODIGIT	0	NOPUNCT	fit	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
to	to	t	to	to	to	o	to	to	to	NOCAPS	NODIGIT	0	NOPUNCT	to	xx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
the	the	t	th	the	the	e	he	the	the	NOCAPS	NODIGIT	0	NOPUNCT	the	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
data	data	d	da	dat	data	a	ta	ata	data	NOCAPS	NODIGIT	0	NOPUNCT	data	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
below	below	b	be	bel	belo	w	ow	low	elow	NOCAPS	NODIGIT	0	NOPUNCT	below	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
3	3	3	3	3	3	3	3	3	3	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
K	k	K	K	K	K	K	K	K	K	ALLCAPS	NODIGIT	1	NOPUNCT	K	X	X	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
yields	yields	y	yi	yie	yiel	s	ds	lds	elds	NOCAPS	NODIGIT	0	NOPUNCT	yields	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
γ	γ	γ	γ	γ	γ	γ	γ	γ	γ	NOCAPS	NODIGIT	1	NOPUNCT	γ	x	x	DIFFERENTFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
n	n	n	n	n	n	n	n	n	n	NOCAPS	NODIGIT	1	NOPUNCT	n	x	x	DIFFERENTFONT	LOWERFONT	false	false	SUBSCRIPT	false	<other>	<other>
=	=	=	=	=	=	=	=	=	=	ALLCAPS	NODIGIT	1	NOPUNCT	=	=	=	DIFFERENTFONT	HIGHERFONT	false	false	BASELINE	false	<other>	<other>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
29	29	2	29	29	29	9	29	29	29	NOCAPS	ALLDIGIT	0	NOPUNCT	XX	dd	d	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
